# Menlo Systems GmbH TERAScan++
# Program Version 1.0.96
# Start: 4498 ps, Average over 67108 waveforms. Timestamp: 2018-03-03T16:19:14
# Window type: Tukey, parameters: alpha = 0.1
# Time [ps]	THz Signal [a.u.]
4516.85	-4.9649388
4516.9	-4.8967826
4516.95	-5.063642
4517	-4.9641725
4517.05	-5.1093015
4517.1	-4.9809588
4517.15	-5.0955975
4517.2	-4.9449883
4517.25	-5.0357038
4517.3	-4.8596393
4517.35	-4.9147672
4517.4	-4.6991028
4517.45	-4.7214207
4517.5	-4.4873947
4517.55	-4.5101205
4517.6	-4.2709526
4517.65	-4.2780968
4517.7	-4.0527516
4517.75	-4.0910277
4517.8	-3.883336
4517.85	-3.9475953
4517.9	-3.7734472
4517.95	-3.8577125
4518	-3.7153906
4518.05	-3.8320648
4518.1	-3.7125093
4518.15	-3.8612141
4518.2	-3.7821257
4518.25	-3.9686286
4518.3	-3.9171155
4518.35	-4.146493
4518.4	-4.1481679
4518.45	-4.4022949
4518.5	-4.4204823
4518.55	-4.7186872
4518.6	-4.7702494
4518.65	-5.0687421
4518.7	-5.1240387
4518.75	-5.4375578
4518.8	-5.4925302
4518.85	-5.7613412
4518.9	-5.7705673
4518.95	-6.0073845
4519	-5.9428537
4519.05	-6.0880318
4519.1	-5.9348559
4519.15	-5.9786246
4519.2	-5.7153825
4519.25	-5.6539899
4519.3	-5.2805761
4519.35	-5.0856666
4519.4	-4.5932662
4519.45	-4.313136
4519.5	-3.7522784
4519.55	-3.4132967
4519.6	-2.8315687
4519.65	-2.532719
4519.7	-2.0472099
4519.75	-1.8875183
4519.8	-1.570388
4519.85	-1.6264527
4519.9	-1.5579455
4519.95	-1.871797
4520	-2.07042
4520.05	-2.660938
4520.1	-3.1336303
4520.15	-3.9623225
4520.2	-4.633651
4520.25	-5.6340367
4520.3	-6.4317234
4520.35	-7.5069537
4520.4	-8.3281548
4520.45	-9.3840662
4520.5	-10.153007
4520.55	-11.107782
4520.6	-11.759257
4520.65	-12.602449
4520.7	-13.12936
4520.75	-13.844864
4520.8	-14.267132
4520.85	-14.901533
4520.9	-15.25896
4520.95	-15.875701
4521	-16.23985
4521.05	-16.877604
4521.1	-17.303832
4521.15	-18.018602
4521.2	-18.531505
4521.25	-19.352134
4521.3	-19.977465
4521.35	-20.896944
4521.4	-21.60933
4521.45	-22.614313
4521.5	-23.380836
4521.55	-24.408307
4521.6	-25.184774
4521.65	-26.190456
4521.7	-26.897082
4521.75	-27.802947
4521.8	-28.374119
4521.85	-29.11263
4521.9	-29.532013
4521.95	-30.126668
4522	-30.383236
4522.05	-30.808935
4522.1	-30.897293
4522.15	-31.103199
4522.2	-30.83114
4522.25	-30.463635
4522.3	-29.298718
4522.35	-27.521671
4522.4	-24.242941
4522.45	-19.445713
4522.5	-11.997238
4522.55	-1.6370225
4522.6	12.937189
4522.65	32.052436
4522.7	57.012586
4522.75	87.966258
4522.8	125.7946
4522.85	170.03476
4522.9	220.74932
4522.95	276.45276
4523	336.02992
4523.05	396.85075
4523.1	456.80087
4523.15	512.4218
4523.2	561.07323
4523.25	599.2288
4523.3	624.5952
4523.35	634.40449
4523.4	627.51414
4523.45	602.58999
4523.5	560.16722
4523.55	500.70142
4523.6	426.51374
4523.65	339.77642
4523.7	244.3293
4523.75	143.46374
4523.8	41.682035
4523.85	-57.529602
4523.9	-149.94934
4523.95	-232.84828
4524	-303.15824
4524.05	-359.62026
4524.1	-400.85026
4524.15	-427.364
4524.2	-439.53633
4524.25	-439.47369
4524.3	-428.82646
4524.35	-410.62235
4524.4	-387.04213
4524.45	-361.19938
4524.5	-334.95263
4524.55	-310.77248
4524.6	-289.61887
4524.65	-272.91468
4524.7	-260.54647
4524.75	-252.93952
4524.8	-249.09597
4524.85	-248.72872
4524.9	-250.34147
4524.95	-253.37872
4525	-256.27388
4525.05	-258.53812
4525.1	-258.80596
4525.15	-256.85161
4525.2	-251.58852
4525.25	-243.05925
4525.3	-230.47392
4525.35	-214.19709
4525.4	-193.70816
4525.45	-169.64649
4525.5	-141.84542
4525.55	-111.29095
4525.6	-78.098417
4525.65	-43.551138
4525.7	-8.0407626
4525.75	26.996088
4525.8	61.131188
4525.85	92.947243
4525.9	122.12645
4525.95	147.49725
4526	169.03002
4526.05	185.79243
4526.1	198.01267
4526.15	205.07385
4526.2	207.41683
4526.25	204.59585
4526.3	197.24703
4526.35	185.09984
4526.4	168.95887
4526.45	148.75703
4526.5	125.53114
4526.55	99.416713
4526.6	71.676844
4526.65	42.663278
4526.7	13.774141
4526.75	-14.576213
4526.8	-40.970117
4526.85	-65.055799
4526.9	-85.617782
4526.95	-102.57226
4527	-114.98043
4527.05	-123.10198
4527.1	-126.37444
4527.15	-125.38784
4527.2	-119.87018
4527.25	-110.66303
4527.3	-97.675589
4527.35	-81.880352
4527.4	-63.289527
4527.45	-42.92808
4527.5	-20.821439
4527.55	1.9670786
4527.6	25.36026
4527.65	48.281035
4527.7	70.618687
4527.75	91.263198
4527.8	110.13553
4527.85	126.17565
4527.9	139.34371
4527.95	148.69001
4528	154.38019
4528.05	155.67164
4528.1	152.95088
4528.15	145.76549
4528.2	134.80936
4528.25	119.90202
4528.3	101.99442
4528.35	81.19998
4528.4	58.699677
4528.45	34.712163
4528.5	10.529052
4528.55	-13.549425
4528.6	-36.277767
4528.65	-57.496464
4528.7	-76.078874
4528.75	-92.049812
4528.8	-104.5797
4528.85	-113.93957
4528.9	-119.49958
4528.95	-121.75758
4529	-120.3203
4529.05	-115.82837
4529.1	-108.01351
4529.15	-97.644346
4529.2	-84.527284
4529.25	-69.52656
4529.3	-52.541993
4529.35	-34.514278
4529.4	-15.399402
4529.45	3.7893333
4529.5	23.021509
4529.55	41.270237
4529.6	58.505273
4529.65	73.734852
4529.7	87.028027
4529.75	97.538185
4529.8	105.47854
4529.85	110.19079
4529.9	112.14171
4529.95	110.89172
4530	107.09206
4530.05	100.51404
4530.1	91.991662
4530.15	81.395997
4530.2	69.611648
4530.25	56.567347
4530.3	43.156218
4530.35	29.241403
4530.4	15.655955
4530.45	2.2188217
4530.5	-10.30597
4530.55	-22.182178
4530.6	-32.676325
4530.65	-42.057196
4530.7	-49.624291
4530.75	-55.67819
4530.8	-59.558926
4530.85	-61.598503
4530.9	-61.207143
4530.95	-58.853703
4531	-54.084725
4531.05	-47.53054
4531.1	-38.919708
4531.15	-29.057795
4531.2	-17.820457
4531.25	-6.1441234
4531.3	6.0297245
4531.35	17.776756
4531.4	29.202252
4531.45	39.45005
4531.5	48.763862
4531.55	56.443253
4531.6	62.861841
4531.65	67.453313
4531.7	70.697412
4531.75	72.106632
4531.8	72.213801
4531.85	70.576207
4531.9	67.74127
4531.95	63.266753
4532	57.737317
4532.05	50.761176
4532.1	42.96871
4532.15	34.052604
4532.2	24.741747
4532.25	14.805149
4532.3	5.0023106
4532.35	-4.8492504
4532.4	-13.939581
4532.45	-22.46673
4532.5	-29.693026
4532.55	-35.891356
4532.6	-40.389333
4532.65	-43.617334
4532.7	-45.066978
4532.75	-45.255783
4532.8	-43.773711
4532.85	-41.283847
4532.9	-37.468655
4532.95	-32.983598
4533	-27.551784
4533.05	-21.90858
4533.1	-15.737419
4533.15	-9.6882275
4533.2	-3.4305178
4533.25	2.3887958
4533.3	8.1646149
4533.35	13.311336
4533.4	18.234211
4533.45	22.370161
4533.5	26.183474
4533.55	29.123056
4533.6	31.641918
4533.65	33.219966
4533.7	34.358171
4533.75	34.52691
4533.8	34.221932
4533.85	32.956861
4533.9	31.263033
4533.95	28.669095
4534	25.743453
4534.05	22.077189
4534.1	18.273423
4534.15	13.94617
4534.2	9.7487431
4534.25	5.3210358
4534.3	1.2931066
4534.35	-2.6840317
4534.4	-5.9696509
4534.45	-8.9830658
4534.5	-11.153328
4534.55	-12.919387
4534.6	-13.768401
4534.65	-14.246278
4534.7	-13.907055
4534.75	-13.319558
4534.8	-12.065872
4534.85	-10.751747
4534.9	-8.9570239
4534.95	-7.2529472
4535	-5.2042808
4535.05	-3.3574753
4535.1	-1.2356532
4535.15	0.66385955
4535.2	2.8375881
4535.25	4.7967722
4535.3	7.0229228
4535.35	8.9902202
4535.4	11.171022
4535.45	13.028614
4535.5	15.004667
4535.55	16.525182
4535.6	18.032261
4535.65	18.951272
4535.7	19.727835
4535.75	19.824624
4535.8	19.751436
4535.85	19.011595
4535.9	18.144249
4535.95	16.705426
4536	15.262614
4536.05	13.39269
4536.1	11.679458
4536.15	9.6851331
4536.2	7.9740064
4536.25	6.0958052
4536.3	4.5921737
4536.35	3.0008044
4536.4	1.8540055
4536.45	0.65852302
4536.5	-0.08348278
4536.55	-0.86639408
4536.6	-1.2286523
4536.65	-1.6839494
4536.7	-1.7463811
4536.75	-1.9416221
4536.8	-1.7972753
4536.85	-1.8298847
4536.9	-1.5447958
4536.95	-1.4624146
4537	-1.0660862
4537.05	-0.84648999
4537.1	-0.29566835
4537.15	0.071311119
4537.2	0.76190707
4537.25	1.2616949
4537.3	2.0281683
4537.35	2.5118729
4537.4	3.1775279
4537.45	3.4790843
4537.5	3.8889284
4537.55	3.8937433
