# Menlo Systems GmbH TERAScan++
# Program Version 1.0.96
# Start: 3242 ps, Average over 67108 waveforms. Timestamp: 2017-10-16T15:54:40
# Window type: Tukey, parameters: alpha = 0.1
# Time [ps]	THz Signal [a.u.]
3277	-1.9065812
3277.05	0.42730136
3277.1	2.9577187
3277.15	5.5488288
3277.2	8.0175262
3277.25	10.205372
3277.3	11.911262
3277.35	12.987599
3277.4	13.318226
3277.45	12.876713
3277.5	11.694373
3277.55	9.9195137
3277.6	7.7339539
3277.65	5.4149822
3277.7	3.2305115
3277.75	1.4478467
3277.8	0.22442231
3277.85	-0.36727164
3277.9	-0.38106294
3277.95	0.032409591
3278	0.63617314
3278.05	1.1754554
3278.1	1.3993054
3278.15	1.1375131
3278.2	0.32239161
3278.25	-0.98780467
3278.3	-2.6435611
3278.35	-4.3950622
3278.4	-6.0016916
3278.45	-7.1953787
3278.5	-7.7832355
3278.55	-7.6304984
3278.6	-6.7084695
3278.65	-5.0618422
3278.7	-2.8240103
3278.75	-0.17061589
3278.8	2.6681187
3278.85	5.462865
3278.9	7.9776116
3278.95	10.027456
3279	11.447791
3279.05	12.169211
3279.1	12.147148
3279.15	11.439916
3279.2	10.142746
3279.25	8.4025271
3279.3	6.3790476
3279.35	4.2698991
3279.4	2.2418913
3279.45	0.47968847
3279.5	-0.90399183
3279.55	-1.7871608
3279.6	-2.1419051
3279.65	-1.9707956
3279.7	-1.3743172
3279.75	-0.48080714
3279.8	0.51194457
3279.85	1.4319158
3279.9	2.0924784
3279.95	2.3687656
3280	2.1798452
3280.05	1.5501698
3280.1	0.55661225
3280.15	-0.64996397
3280.2	-1.9021019
3280.25	-3.0045446
3280.3	-3.8206684
3280.35	-4.2160658
3280.4	-4.1549684
3280.45	-3.6163805
3280.5	-2.6665771
3280.55	-1.3802344
3280.6	0.11070763
3280.65	1.7122561
3280.7	3.2938846
3280.75	4.7720426
3280.8	6.0403707
3280.85	7.0220123
3280.9	7.6591002
3280.95	7.9299835
3281	7.8141769
3281.05	7.3614164
3281.1	6.6151746
3281.15	5.6901179
3281.2	4.7123453
3281.25	3.8358008
3281.3	3.1636301
3281.35	2.7968793
3281.4	2.7498047
3281.45	3.0086988
3281.5	3.4673338
3281.55	3.9854314
3281.6	4.3691176
3281.65	4.4588795
3281.7	4.0991684
3281.75	3.2552656
3281.8	1.9489583
3281.85	0.30781359
3281.9	-1.4933706
3281.95	-3.2382614
3282	-4.7429984
3282.05	-5.8178185
3282.1	-6.371285
3282.15	-6.3496715
3282.2	-5.8012664
3282.25	-4.7857661
3282.3	-3.4329926
3282.35	-1.8683774
3282.4	-0.20859278
3282.45	1.4599554
3282.5	3.0367071
3282.55	4.4720032
3282.6	5.7071307
3282.65	6.7246724
3282.7	7.5021671
3282.75	8.0506736
3282.8	8.3703242
3282.85	8.4947424
3282.9	8.4216303
3282.95	8.1860154
3283	7.797688
3283.05	7.2823253
3283.1	6.637568
3283.15	5.9092617
3283.2	5.0884667
3283.25	4.1929139
3283.3	3.2305184
3283.35	2.2248689
3283.4	1.2050398
3283.45	0.22031998
3283.5	-0.70015053
3283.55	-1.4911005
3283.6	-2.1029741
3283.65	-2.4789745
3283.7	-2.6031294
3283.75	-2.4312373
3283.8	-1.9860903
3283.85	-1.2897162
3283.9	-0.40379741
3283.95	0.63540325
3284	1.76156
3284.05	2.9227623
3284.1	4.0467062
3284.15	5.1145873
3284.2	6.0796659
3284.25	6.9288547
3284.3	7.6259859
3284.35	8.1511095
3284.4	8.4579738
3284.45	8.5283373
3284.5	8.3424874
3284.55	7.9064395
3284.6	7.2510769
3284.65	6.4351405
3284.7	5.503268
3284.75	4.5350698
3284.8	3.5959544
3284.85	2.7587515
3284.9	2.0399117
3284.95	1.4663133
3285	1.0199789
3285.05	0.67661526
3285.1	0.37016435
3285.15	0.059761632
3285.2	-0.32363125
3285.25	-0.78927397
3285.3	-1.3402502
3285.35	-1.9483835
3285.4	-2.566394
3285.45	-3.1231898
3285.5	-3.5539206
3285.55	-3.8061117
3285.6	-3.8389572
3285.65	-3.6651496
3285.7	-3.3301684
3285.75	-2.8870582
3285.8	-2.4080048
3285.85	-1.9464172
3285.9	-1.5640038
3285.95	-1.2731841
3286	-1.0804074
3286.05	-0.95126116
3286.1	-0.85852788
3286.15	-0.74105103
3286.2	-0.57853997
3286.25	-0.33117196
3286.3	-0.0051812187
3286.35	0.39735859
3286.4	0.84810223
3286.45	1.3136622
3286.5	1.7386923
3286.55	2.0885389
3286.6	2.3116631
3286.65	2.379912
3286.7	2.2591505
3286.75	1.9232857
3286.8	1.3484508
3286.85	0.5377409
3286.9	-0.49680991
3286.95	-1.7012374
3287	-3.0183878
3287.05	-4.3380275
3287.1	-5.5707802
3287.15	-6.617065
3287.2	-7.4130445
3287.25	-7.9226887
3287.3	-8.1732218
3287.35	-8.2033265
3287.4	-8.1072576
3287.45	-7.9408743
3287.5	-7.7701454
3287.55	-7.5998958
3287.6	-7.4242879
3287.65	-7.1845711
3287.7	-6.8349714
3287.75	-6.3026477
3287.8	-5.5577001
3287.85	-4.6000786
3287.9	-3.4578413
3287.95	-2.1831321
3288	-0.86847834
3288.05	0.40406211
3288.1	1.5248337
3288.15	2.4086079
3288.2	2.980707
3288.25	3.2062864
3288.3	3.0554252
3288.35	2.5502694
3288.4	1.7229906
3288.45	0.64375797
3288.5	-0.64204671
3288.55	-2.0532869
3288.6	-3.5352721
3288.65	-5.0192987
3288.7	-6.4468491
3288.75	-7.7463318
3288.8	-8.8626568
3288.85	-9.7063081
3288.9	-10.242852
3288.95	-10.4265
3289	-10.263315
3289.05	-9.7800909
3289.1	-9.0427873
3289.15	-8.1279389
3289.2	-7.1702768
3289.25	-6.2389391
3289.3	-5.425793
